Project Reference,Project ID,Project ID Id,Id Project ID,HE/MEAS Delay Status,Firm Order Placed,Ran Priority,NIA Order Delivery (A),Transmission Delivered (A),Transmission Delivered (F),COC Uploaded,PRTC (A),PRTC (F),HE/MEAS Status,WES PSID
PX71-SG-CKJINNQ,P-215047,a1e4J000001Yf2cQAC,a0i4J000004TOZ9QAO,,10/14/2022,Nokia Compact,,10/10/2023,,,2/28/2020,,7.0 COMPLETED (10GB),BTWD214836
PX71-SG-CKIGHMK,P-215048,a1e4J000001Yf2dQAC,a0i4J000004TOZAQA4,NONE,6/9/2021,Nokia,,9/2/2021,,2/9/2022,,,7.0 COMPLETED (10GB),BTWD211860
PX71-SG-CKIFMIO,P-215049,a1e4J000001Yf2eQAC,a0i4J000004TOZBQA4,NONE,12/9/2021,Nokia,,3/2/2022,,3/2/2022,,,7.0 COMPLETED (10GB),BTWD213264
PX71-SG-CKJIMGN,P-215050,a1e4J000001Yf2fQAC,a0i4J000004TOZCQA4,,6/25/2024,Cisco,,12/9/2024,,,9/25/2019,,8.5 SMEAS GTC CONFIG MODIFY (10GB),BTWD217206
PX71-SG-CKIGNIN,P-215051,a1e4J000001Yf2gQAC,a0i4J000004TOZDQA4,NONE,3/29/2021,Nokia,,6/17/2021,,6/17/2021,5/19/2021,,7.0 COMPLETED (10GB),BTWD211349
PX71-SG-CKIGHJM,P-215052,a1e4J000001Yf2hQAC,a0i4J000004TOZEQA4,NONE,8/24/2021,Nokia,,8/23/2022,,,,,7.0 COMPLETED (10GB),BTWD212480
PX71-SG-CKIFOKQ,P-215053,a1e4J000001Yf2iQAC,a0i4J000004TOZFQA4,NONE,8/10/2021,Nokia,,12/10/2021,,12/10/2021,9/27/2019,,7.0 COMPLETED (10GB),BTWD212348
PX71-SG-CKIFKPQ,P-215054,a1e4J000001Yf2jQAC,a0i4J000004TOZGQA4,NONE,8/13/2021,Nokia,,4/7/2022,,6/6/2022,,,7.0 COMPLETED (10GB),BTWD212397
PX71-SG-CKIFKMH,P-215055,a1e4J000001Yf2kQAC,a0i4J000004TOZHQA4,NONE,5/27/2021,Nokia,,2/23/2022,,2/23/2022,2/20/2020,,7.0 COMPLETED (10GB),BTWD211774
PX71-SG-CKIHKMP,P-215056,a1e4J000001Yf2lQAC,a0i4J000004TOZIQA4,NONE,9/6/2021,Nokia,4/24/2020,1/5/2022,,1/4/2022,3/10/2020,,7.0 COMPLETED (10GB),BTWD212639
PX71-SG-CKIFMPJ,P-215057,a1e4J000001Yf2mQAC,a0i4J000004TOZJQA4,NONE,9/17/2021,Nokia,,6/7/2022,,6/6/2022,9/17/2019,,7.0 COMPLETED (10GB),BTWD212753
PX71-SG-CKIFMGJ,P-215058,a1e4J000001Yf2nQAC,a0i4J000004TOZKQA4,NONE,6/14/2021,Nokia,,1/7/2022,,3/16/2022,,,7.0 COMPLETED (10GB),BTWD211884
PX71-SG-CKIHHKK,P-215059,a1e4J000001Yf2oQAC,a0i4J000004TOZLQA4,NONE,3/17/2021,Nokia,,10/22/2021,,10/22/2021,9/30/2019,,7.0 COMPLETED (10GB),BTWD211284
PX71-SG-CKIFONQ,P-215060,a1e4J000001Yf2pQAC,a0i4J000004TOZMQA4,NONE,8/4/2021,Nokia,,9/28/2021,,9/28/2021,5/28/2021,,7.0 COMPLETED (10GB),BTWD212288
PX71-SG-CKIFKNJ,P-215061,a1e4J000001Yf2qQAC,a0i4J000004TOZNQA4,NONE,9/3/2021,Nokia,,3/23/2022,,7/14/2022,9/13/2019,,7.0 COMPLETED (10GB),BTWD212599
PX71-SG-CKIFGLM,P-215062,a1e4J000001Yf2rQAC,a0i4J000004TOZOQA4,NONE,9/30/2021,Nokia,,12/6/2021,,2/25/2022,9/26/2019,,7.0 COMPLETED (10GB),BTWD212891
PX71-SG-CKJIMPH,P-215069,a1e4J000001Yf2tQAC,a0i4J000004TONYQA4,,11/21/2023,Cisco,,1/16/2025,,,9/27/2019,,7.0 COMPLETED (10GB),BTWD216264
PX71-SG-CKJJGOO,P-215070,a1e4J000001Yf2uQAC,a0i4J000004TONZQA4,,4/14/2021,Nokia Small,,3/24/2023,,,11/11/2020,,7.0 COMPLETED (10GB),BTWD211488
PX71-SG-CKIFFNQ,P-215071,a1e4J000001Yf2vQAC,a0i4J000004TONaQAO,NONE,10/6/2021,Nokia,,12/15/2021,,12/16/2021,3/30/2021,,7.0 COMPLETED (10GB),BTWD212955
PX71-SG-CKJJHPL,P-215072,a1e4J000001Yf2wQAC,a0i4J000004TOZUQA4,3RD PARTY WAYLEAVE PERMISSIONS,5/17/2021,Nokia Compact,,,,,7/14/2021,,2.0 EAD PLANNING (10GB),BTWD211630
PX71-SG-CKJJJKJ,P-215063,a1e4J000001Yf2xQAC,a0i4J000004TOZPQA4,,8/20/2021,Nokia Small,,5/12/2023,,,9/25/2020,,7.0 COMPLETED (10GB),BTWD212438
PX71-SG-CKIFNMN,P-215064,a1e4J000001Yf2yQAC,a0i4J000004TOZQQA4,,7/22/2021,Nokia,,3/30/2022,,5/26/2022,5/28/2021,,7.0 COMPLETED (10GB),BTWD212206
PX71-SG-CKIGLLM,P-215065,a1e4J000001Yf2zQAC,a0i4J000004TOZRQA4,NONE,6/20/2021,Nokia,,9/2/2021,,9/2/2021,11/28/2019,,7.0 COMPLETED (10GB),BTWD210727
PX71-SG-CKJIMMO,P-215066,a1e4J000001Yf30QAC,a0i4J000004TOZSQA4,,10/8/2021,Nokia Small,,4/26/2023,,,9/25/2019,,7.0 COMPLETED (10GB),BTWD212964
PX71-SG-CKIFHPP,P-215067,a1e4J000001Yf31QAC,a0i4J000004TOZTQA4,NONE,9/30/2021,Nokia,,2/7/2022,,2/7/2022,9/13/2019,,7.0 COMPLETED (10GB),BTWD212869
PX71-SG-CKIFLPL,P-215073,a1e4J000001Yf32QAC,a0i4J000004TOQrQAO,NONE,9/3/2021,Nokia,,3/10/2022,,3/10/2022,9/13/2019,,7.0 COMPLETED (10GB),BTWD212622
PX71-SG-CKIFNGP,P-215074,a1e4J000001Yf33QAC,a0i4J000004TOQsQAO,NONE,7/13/2021,Nokia,,9/3/2021,,9/3/2021,3/21/2021,,7.0 COMPLETED (10GB),BTWD212125
PX71-SG-CKJIMJM,P-215075,a1e4J000001Yf34QAC,a0i4J000004TOQtQAO,,12/15/2023,Nokia Compact,,4/5/2024,,,5/7/2019,,7.0 COMPLETED (10GB),BTWD216349
PX71-SG-CKIFFNI,P-215076,a1e4J000001Yf35QAC,a0i4J000004TOQuQAO,NONE,9/30/2021,Nokia Small,,2/8/2022,,2/9/2022,3/29/2019,,7.0 COMPLETED (10GB),BTWD212898
PX71-SG-CKIGJLJ,P-215077,a1e4J000001Yf36QAC,a0i4J000004TOZZQA4,NONE,6/20/2021,Nokia,,6/1/2021,,6/1/2021,5/19/2021,,7.0 COMPLETED (10GB),BTWD211030
PX71-SG-CKJINNN,P-215078,a1e4J000001Yf37QAC,a0i4J000004TOZeQAO,,,,,,,,,,,
PX71-SG-CKIGMHQ,P-215079,a1e4J000001Yf38QAC,a0i4J000004TOZfQAO,NONE,4/14/2021,Nokia,,11/16/2021,,2/7/2022,8/14/2019,,7.0 COMPLETED (10GB),BTWD211475
PX71-SG-CKJINJI,P-215080,a1e4J000001Yf39QAC,a0i4J000004TOZgQAO,,10/11/2021,Nokia Small,,9/27/2022,,,9/25/2019,,7.0 COMPLETED (10GB),BTWD212977
PX71-SG-CKIGMKJ,P-215081,a1e4J000001Yf3AQAS,a0i4J000004TOZhQAO,NONE,9/15/2021,Nokia,,11/30/2021,,11/29/2021,10/10/2019,,7.0 COMPLETED (10GB),BTWD212721
PX71-SG-CKIFMMM,P-215082,a1e4J000001Yf3BQAS,a0i4J000004TOZiQAO,NONE,5/19/2021,Nokia,,3/25/2022,,3/25/2022,11/25/2021,,7.0 COMPLETED (10GB),BTWD211651
PX71-SG-CKIGIHK,P-215083,a1e4J000001Yf3CQAS,a0i4J000004TOZjQAO,NONE,6/20/2021,Nokia,,11/15/2021,,11/16/2021,,,7.0 COMPLETED (10GB),BTWD210594
PX71-SG-CKJJMPP,P-215084,a1e4J000001Yf3DQAS,a0i4J000004TOZkQAO,BT - WTG MAN34 (HYDRA CABLE),6/20/2021,Nokia Small,,2/16/2023,,,9/28/2021,,7.0 COMPLETED (10GB),BTWD210552
PX71-SG-CKIFNHP,P-215085,a1e4J000001Yf3EQAS,a0i4J000004TOZlQAO,NONE,6/20/2021,Nokia,,6/11/2021,,6/11/2021,,12/31/2021,7.0 COMPLETED (10GB),BTWD210923
PX71-SG-CKIFOMN,P-215086,a1e4J000001Yf3FQAS,a0i4J000004TOZmQAO,NONE,8/6/2021,Nokia Small,,11/4/2021,,5/17/2022,3/21/2021,,8.2 MODIFY WTG O/AGE & GTC CONFIG (LIVE 10GB),BTWD212309
PX71-SG-CKIFMPL,P-215087,a1e4J000001Yf3GQAS,a0i4J000004TOZnQAO,NONE,8/23/2021,Nokia,,1/26/2022,,3/24/2022,3/22/2019,,7.0 COMPLETED (10GB),BTWD212473
PX71-SG-CKJINNP,P-215088,a1e4J000001Yf3HQAS,a0i4J000004TOS4QAO,,11/22/2021,Nokia Compact,,10/28/2024,,,2/26/2020,,7.0 COMPLETED (10GB),BTWD213194
PX71-SG-CKJILOL,P-215089,a1e4J000001Yf3IQAS,a0i4J000004TOS5QAO,NONE,,Nokia Small,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKJIMPO,P-215090,a1e4J000001Yf3JQAS,a0i4J000004TOS6QAO,,8/25/2021,Nokia Small,,3/21/2023,,,7/28/2021,,7.0 COMPLETED (10GB),BTWD212495
PX71-SG-CKIGGPK,P-215091,a1e4J000001Yf3KQAS,a0i4J000004TOS7QAO,,5/17/2021,Nokia,,7/30/2021,,10/12/2021,12/7/2020,,7.0 COMPLETED (10GB),BTWD211624
PX71-SG-CKIFOKM,P-215092,a1e4J000001Yf3LQAS,a0i4J000004TOZtQAO,NONE,7/22/2021,Nokia,,11/16/2021,,2/7/2022,5/28/2021,,7.0 COMPLETED (10GB),BTWD212203
PX71-SG-CKIFLJH,P-215093,a1e4J000001Yf3MQAS,a0i4J000004TOa8QAG,,6/20/2021,Nokia,,3/16/2022,,6/21/2022,2/26/2020,,7.0 COMPLETED (10GB),BTWD211323
PX71-SG-CKIFINN,P-215094,a1e4J000001Yf3NQAS,a0i4J000004TOa9QAG,NONE,8/9/2021,Nokia,,1/19/2022,,1/19/2022,5/20/2021,,7.0 COMPLETED (10GB),BTWD212347
PX71-SG-CKJIMMQ,P-215095,a1e4J000001Yf3OQAS,a0i4J000004TOaAQAW,,6/20/2021,Nokia Small,,1/25/2023,,,4/8/2021,,7.0 COMPLETED (10GB),BTWD210812
PX71-SG-CKIFMOM,P-215096,a1e4J000001Yf3PQAS,a0i4J000004TOaBQAW,NONE,9/2/2021,Nokia,,11/2/2021,,11/2/2021,9/26/2019,,7.0 COMPLETED (10GB),BTWD212563
,P-215097,a1e4J000001Yf3QQAS,a0i4J000004TOaCQAW,,9/14/2021,Nokia,,,1/24/2022,,,7/31/2021,2.0 EAD PLANNING (10GB),
PX71-SG-CKIFLLI,P-215098,a1e4J000001Yf3RQAS,a0i4J000004TOaSQAW,NONE,8/27/2021,Nokia,,12/7/2021,,12/7/2021,7/27/2021,,7.0 COMPLETED (10GB),BTWD212518
PX71-SG-CKIGKIL,P-215099,a1e4J000001Yf3SQAS,a0i4J000004TOaTQAW,NONE,9/3/2021,Nokia,,12/21/2021,,4/21/2022,3/30/2021,,7.0 COMPLETED (10GB),BTWD212618
PX71-SG-CKIFMLM,P-215100,a1e4J000001Yf3TQAS,a0i4J000004TOaUQAW,NONE,9/10/2021,Nokia,,11/5/2021,,11/5/2021,9/25/2019,,7.0 COMPLETED (10GB),BTWD212697
PX71-SG-CKHNHIP,P-215101,a1e4J000001Yf3UQAS,a0i4J000004TOaVQAW,,9/3/2021,Nokia Small,,2/24/2023,,,5/28/2021,,8.5 SMEAS GTC CONFIG MODIFY (10GB),BTWD212597
PX71-SG-CKIFLLO,P-215102,a1e4J000001Yf3VQAS,a0i4J000004TOaWQAW,NONE,7/30/2021,Nokia,,5/17/2022,,5/17/2022,9/17/2019,,7.0 COMPLETED (10GB),BTWD212256
PX71-SG-CKIHIKI,P-215103,a1e4J000001Yf3WQAS,a0i4J000004TOawQAG,,6/20/2021,Nokia,,10/19/2021,,5/5/2022,10/10/2019,,7.0 COMPLETED (10GB),BTWD210623
PX71-SG-CKIFNKH,P-215104,a1e4J000001Yf3XQAS,a0i4J000004TOaxQAG,NONE,6/20/2021,Nokia,,6/23/2021,,6/23/2021,,12/31/2021,7.0 COMPLETED (10GB),BTWD211208
PX71-SG-CKJINJL,P-215105,a1e4J000001Yf3YQAS,a0i4J000004TOayQAG,3RD PARTY WAYLEAVE PERMISSIONS,8/27/2021,Nokia,,,,,,,2.0 EAD PLANNING (10GB),
PX71-SG-CKIFKMQ,P-215106,a1e4J000001Yf3ZQAS,a0i4J000004TOazQAG,,11/30/2021,Nokia,,6/24/2022,,8/9/2022,7/16/2020,,7.0 COMPLETED (10GB),BTWD213218
PX71-SG-CKIGGKQ,P-215107,a1e4J000001Yf3aQAC,a0i4J000004TOb0QAG,NONE,5/24/2021,Nokia,,10/1/2021,,10/1/2021,5/10/2021,,7.0 COMPLETED (10GB),BTWD211712
PX71-SG-CKIGMLQ,P-215108,a1e4J000001Yf3bQAC,a0i4J000004TOb6QAG,NONE,6/18/2021,Nokia,,10/20/2021,,10/20/2021,3/16/2021,,7.0 COMPLETED (10GB),BTWD211956
PX71-SG-CKIGFPL,P-215109,a1e4J000001Yf3cQAC,a0i4J000004TOb7QAG,NONE,7/28/2021,Nokia,,11/17/2021,,11/17/2021,8/5/2021,,7.0 COMPLETED (10GB),BTWD212225
,P-215110,a1e4J000001Yf3dQAC,a0i4J000004TOb8QAG,,8/26/2021,Nokia,,,,,,,CUSTOMER SUSPENDED,
PX71-SG-CKIFKGJ,P-215111,a1e4J000001Yf3eQAC,a0i4J000004TOb9QAG,NONE,8/27/2021,Nokia,,7/20/2022,,8/13/2022,9/4/2019,,7.0 COMPLETED (10GB),BTWD212503
PX71-SG-CKIGLNJ,P-215112,a1e4J000001Yf3fQAC,a0i4J000004TObAQAW,NONE,6/7/2021,Nokia,,12/17/2021,,12/17/2021,7/14/2020,,7.0 COMPLETED (10GB),BTWD211837
PX71-SG-CKIFOPI,P-215113,a1e4J000001Yf3gQAC,a0i4J000004TObaQAG,,7/30/2021,Nokia Small,,2/9/2022,,4/7/2022,9/30/2019,,7.0 COMPLETED (10GB),BTWD212245
PX71-SG-CKIGOKQ,P-215114,a1e4J000001Yf3hQAC,a0i4J000004TObbQAG,NONE,6/20/2021,Nokia,,9/22/2021,,3/2/2022,3/16/2021,,7.0 COMPLETED (10GB),BTWD210551
PX71-SG-CKIFLHK,P-215115,a1e4J000001Yf3iQAC,a0i4J000004TObcQAG,NONE,8/11/2021,Nokia,,11/3/2021,,11/4/2021,9/26/2019,,7.0 COMPLETED (10GB),BTWD212352
PX71-SG-CKIHFNJ,P-215116,a1e4J000001Yf3jQAC,a0i4J000004TObdQAG,NONE,6/20/2021,Nokia,,9/2/2021,,9/2/2021,1/29/2020,,7.0 COMPLETED (10GB),BTWD210722
PX71-SG-CKJIKKP,P-215117,a1e4J000001Yf3kQAC,a0i4J000004TObeQAG,PENDING CANCELLATION,5/20/2022,Nokia,,,,,,,PENDING CANCELLATION,
PX71-SG-CKJJGGI,P-215118,a1e4J000001Yf3lQAC,a0i4J000004TOaEQAW,,4/9/2021,Nokia Compact,,10/24/2023,,,11/15/2018,,7.0 COMPLETED (10GB),BTWD211443
,P-215119,a1e4J000001Yf3mQAC,a0i4J000004TOaFQAW,,6/30/2021,Nokia,,,,,,,2.0 EAD PLANNING (10GB),
PX71-SG-CKIFIMJ,P-215120,a1e4J000001Yf3nQAC,a0i4J000004TOaGQAW,NONE,9/24/2021,Nokia,,3/25/2022,,7/11/2022,2/20/2020,,7.0 COMPLETED (10GB),BTWD212798
PX71-SG-CKIHKHK,P-215121,a1e4J000001Yf3oQAC,a0i4J000004TOaHQAW,NONE,5/19/2021,Nokia,,12/10/2021,,12/10/2021,8/29/2019,,7.0 COMPLETED (10GB),BTWD211642
PX71-SG-CKJIMNL,P-215122,a1e4J000001Yf3pQAC,a0i4J000004TObkQAG,BT - WTG MAN34 (HYDRA CABLE),8/27/2021,Nokia Small,,9/27/2022,,,3/17/2022,,7.0 COMPLETED (10GB),BTWD212529
PX71-SG-CKIFFON,P-215123,a1e4J000001Yf3qQAC,a0i4J000004TOc9QAG,NONE,11/22/2021,Nokia,,3/31/2022,,4/1/2022,2/20/2019,,7.0 COMPLETED (10GB),BTWD213203
PX71-SG-CKIFOPH,P-215124,a1e4J000001Yf3rQAC,a0i4J000004TOcAQAW,NONE,6/18/2021,Nokia,,1/20/2022,,1/20/2022,4/29/2022,,7.0 COMPLETED (10GB),BTWD211923
PX71-SG-CKIGNGQ,P-215125,a1e4J000001Yf3sQAC,a0i4J000004TOcBQAW,NONE,3/15/2021,Nokia,,5/13/2021,,5/14/2021,9/13/2019,,7.0 COMPLETED (10GB),BTWD211262
PX71-SG-CKIGIHJ,P-215126,a1e4J000001Yf3tQAC,a0i4J000004TOcCQAW,NONE,9/23/2021,Nokia,,3/22/2022,,3/22/2022,10/10/2019,,7.0 COMPLETED (10GB),BTWD212770
PX71-SG-CKIGMPM,P-215127,a1e4J000001Yf3uQAC,a0i4J000004TOcDQAW,NONE,9/28/2021,Nokia,,12/16/2021,,12/16/2021,9/19/2019,,7.0 COMPLETED (10GB),BTWD212836
PX71-SG-CKJJJIN,P-215133,a1e4J000001Yf3vQAC,a0i4J000004TODtQAO,,1/10/2022,Nokia Compact,,9/15/2023,,,,,7.0 COMPLETED (10GB),BTWD215056
PX71-SG-CKJJKMO,P-215134,a1e4J000001Yf3wQAC,a0i4J000004TODuQAO,,,,,,,,,,7.0 COMPLETED 10GB (E-BAND),BTWD209149
PX71-SG-CKJILMM,P-215135,a1e4J000001Yf3xQAC,a0i4J000004TOcYQAW,CUST - WTG ECC APPROVAL,8/19/2022,Nokia,,,,,,,2.0 EAD PLANNING (10GB),
PX71-SG-CKJIMNK,P-215136,a1e4J000001Yf3yQAC,a0i4J000004TOcZQAW,,9/17/2021,Nokia Small,,10/11/2022,,,4/18/2019,,7.0 COMPLETED (10GB),BTWD212746
,P-215137,a1e4J000001Yf3zQAC,a0i4J000004TOcaQAG,,,,,,,,,,,
PX71-SG-CKJIMHI,P-215128,a1e4J000001Yf40QAC,a0i4J000004TOcJQAW,,9/3/2021,Cisco,,4/11/2025,,,7/25/2022,,7.0 COMPLETED (10GB),BTWD218403
PX71-SG-CKIHHIN,P-215129,a1e4J000001Yf41QAC,a0i4J000004TOcKQAW,NONE,6/20/2021,Nokia,,6/25/2021,,6/25/2021,7/14/2021,,7.0 COMPLETED (10GB),BTWD210506
PX71-SG-CKJINMM,P-215130,a1e4J000001Yf42QAC,a0i4J000004TOcLQAW,NONE,,Nokia,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKIFILJ,P-215131,a1e4J000001Yf43QAC,a0i4J000004TOcMQAW,NONE,8/4/2021,Nokia,,10/7/2021,,10/7/2021,9/13/2019,,7.0 COMPLETED (10GB),BTWD212290
PX71-SG-CKIGKOQ,P-215132,a1e4J000001Yf44QAC,a0i4J000004TOcNQAW,NONE,4/14/2021,Nokia,,9/7/2021,,9/7/2021,12/7/2020,,7.0 COMPLETED (10GB),BTWD211465
PX71-SG-CKIFMKL,P-215138,a1e4J000001Yf45QAC,a0i4J000004TOcdQAG,NONE,9/30/2021,Nokia,,7/13/2022,,7/1/2022,2/26/2020,,7.0 COMPLETED (10GB),BTWD212909
PX71-SG-CKIFNMO,P-215139,a1e4J000001Yf46QAC,a0i4J000004TOceQAG,,6/25/2021,Nokia Small,,3/30/2022,,,9/13/2019,,7.0 COMPLETED (10GB),BTWD211986
PX71-SG-CKIHFNH,P-215140,a1e4J000001Yf47QAC,a0i4J000004TOcfQAG,NONE,8/24/2021,Nokia,,12/10/2021,,12/13/2021,3/22/2021,,7.0 COMPLETED (10GB),BTWD212459
PX71-SG-CKIIIIO,P-215141,a1e4J000001Yf48QAC,a0i4J000004TOcgQAG,NONE,3/15/2021,Nokia,,6/23/2021,,6/23/2021,3/7/2019,,7.0 COMPLETED (10GB),BTWD211254
PX71-SG-CKIGJKK,P-215142,a1e4J000001Yf49QAC,a0i4J000004TOchQAG,NONE,1/10/2022,Nokia,,3/11/2022,,7/5/2022,,,7.0 COMPLETED (10GB),BTWD213299
PX71-SG-CKIFIPN,P-215143,a1e4J000001Yf4AQAS,a0i4J000004TOciQAG,NONE,5/11/2021,Nokia,,7/14/2021,,3/11/2022,3/30/2021,,7.0 COMPLETED (10GB),BTWD211590
PX71-SG-CKIGNOO,P-215144,a1e4J000001Yf4BQAS,a0i4J000004TOcjQAG,NONE,8/25/2021,Nokia,,12/2/2021,,6/8/2022,5/17/2021,,7.0 COMPLETED (10GB),BTWD212505
PX71-SG-CKIGOHH,P-215145,a1e4J000001Yf4CQAS,a0i4J000004TOckQAG,NONE,3/31/2021,Nokia,,9/27/2021,,4/25/2022,3/29/2021,,7.0 COMPLETED (10GB),BTWD211402
PX71-SG-CKIIFIO,P-215146,a1e4J000001Yf4DQAS,a0i4J000004TOclQAG,NONE,3/15/2021,Nokia,,6/23/2021,,7/15/2021,10/1/2019,,7.0 COMPLETED (10GB),BTWD211258
PX71-SG-CKIFNPI,P-215147,a1e4J000001Yf4EQAS,a0i4J000004TOcmQAG,NONE,11/11/2021,Nokia,,3/30/2022,,4/1/2022,5/28/2021,,7.0 COMPLETED (10GB),BTWD213174
PX71-SG-CKJIMLO,P-215153,a1e4J000001Yf4FQAS,a0i4J000004TOcsQAG,,8/13/2021,Nokia Small,,1/9/2023,,,5/28/2021,,7.0 COMPLETED (10GB),BTWD212398
PX71-SG-CKJIKJH,P-215154,a1e4J000001Yf4GQAS,a0i4J000004TOctQAG,,9/24/2021,Nokia Compact,,10/26/2023,,,2/26/2020,,7.0 COMPLETED (10GB),BTWD212790
PX71-SG-CKIFKMP,P-215155,a1e4J000001Yf4HQAS,a0i4J000004TOcuQAG,NONE,10/20/2021,Nokia,,3/31/2022,,5/31/2022,2/20/2020,,7.0 COMPLETED (10GB),BTWD213018
PX71-SG-CKIFOMI,P-215156,a1e4J000001Yf4IQAS,a0i4J000004TOcvQAG,NONE,10/26/2021,Nokia,,1/28/2022,,1/28/2022,7/29/2021,,7.0 COMPLETED (10GB),BTWD213056
PX71-DEKNOJH,P-215157,a1e4J000001Yf4JQAS,a0i4J000004TOcwQAG,,5/8/2024,Cisco,,7/29/2024,,,,,7.0 COMPLETED (10GB),BTWD216847
PX71-SG-CKIFLLQ,P-215148,a1e4J000001Yf4KQAS,a0i4J000004TObgQAG,NONE,8/23/2021,Nokia,,2/28/2022,,2/28/2022,3/22/2019,,7.0 COMPLETED (10GB),BTWD212479
PX71-SG-CKIFFPN,P-215149,a1e4J000001Yf4LQAS,a0i4J000004TObhQAG,NONE,10/11/2021,Nokia,,1/12/2022,,1/12/2022,2/2/2021,,7.0 COMPLETED (10GB),BTWD212989
PX71-SG-CKIFOKL,P-215150,a1e4J000001Yf4MQAS,a0i4J000004TObiQAG,NONE,11/11/2021,Nokia,,2/17/2022,,5/10/2022,2/20/2020,,7.0 COMPLETED (10GB),BTWD213172
PX71-SG-CKIFMHM,P-215151,a1e4J000001Yf4NQAS,a0i4J000004TObjQAG,NONE,9/16/2021,Nokia,,8/10/2022,,8/3/2022,9/27/2019,,7.0 COMPLETED (10GB),BTWD212756
PX71-SG-CKIFOMO,P-215152,a1e4J000001Yf4OQAS,a0i4J000004TOcnQAG,NONE,7/22/2021,Nokia,,11/4/2021,,11/5/2021,5/28/2021,,7.0 COMPLETED (10GB),BTWD212184
PX71-SG-CKIFNIK,P-215158,a1e4J000001Yf4PQAS,a0i4J000004TOcxQAG,NONE,9/7/2021,Nokia,,2/17/2022,,5/4/2022,2/20/2020,,7.0 COMPLETED (10GB),BTWD212915
,P-215159,a1e4J000001Yf4QQAS,a0i4J000004TOcyQAG,,7/15/2021,Nokia,,,,,,,2.0 EAD PLANNING (10GB),
PX71-SG-CKJJNOK,P-215160,a1e4J000001Yf4RQAS,a0i4J000004TOczQAG,CUST - WTG SITE PREP,,Nokia Small,1/2/2020,,,,9/4/2019,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKJJJPO,P-215161,a1e4J000001Yf4SQAS,a0i4J000004TOd0QAG,,7/30/2021,Nokia Compact,,4/17/2023,,,2/20/2019,,7.0 COMPLETED (10GB),BTWD212257
PX71-SG-CKJIMNO,P-215162,a1e4J000001Yf4TQAS,a0i4J000004TOd1QAG,,8/6/2021,Nokia,,11/17/2022,,,5/28/2021,,7.0 COMPLETED (10GB),BTWD212316
PX71-SG-CKIFFLM,P-215163,a1e4J000001Yf4UQAS,a0i4J000004TOd2QAG,,10/24/2021,Nokia,,6/17/2022,,6/10/2022,3/29/2019,,7.0 COMPLETED (10GB),BTWD212904
PX71-SG-CKIGNPJ,P-215164,a1e4J000001Yf4VQAS,a0i4J000004TOd3QAG,NONE,3/31/2021,Nokia,,7/28/2021,,2/3/2022,3/29/2021,,7.0 COMPLETED (10GB),BTWD211375
PX71-SG-CKIHHGP,P-215165,a1e4J000001Yf4WQAS,a0i4J000004TOd4QAG,NONE,6/20/2021,Nokia,,5/27/2021,,5/27/2021,5/27/2021,,7.0 COMPLETED (10GB),BTWD210498
PX71-SG-CKJINMJ,P-215166,a1e4J000001Yf4XQAS,a0i4J000004TOd5QAG,,11/11/2021,Nokia Small,,9/29/2022,,,2/20/2020,,7.0 COMPLETED (10GB),BTWD213171
PX71-SG-CKIHGMN,P-215167,a1e4J000001Yf4YQAS,a0i4J000004TOd6QAG,NONE,3/29/2021,Nokia,,6/2/2021,,6/2/2021,11/3/2020,,7.0 COMPLETED (10GB),BTWD211362
PX71-SG-CKILIPN,P-215168,a1e4J000001Yf4ZQAS,a0i4J000004TOd7QAG,,5/27/2021,Nokia Small,,8/16/2021,,10/12/2021,10/11/2019,,7.0 COMPLETED (10GB),BTWD211776
PX71-SG-CKIGKII,P-215169,a1e4J000001Yf4aQAC,a0i4J000004TOd8QAG,,3/31/2021,Nokia,,11/3/2021,,11/3/2021,3/29/2021,,7.0 COMPLETED (10GB),BTWD211386
PX71-SG-CKJIOHP,P-215170,a1e4J000001Yf4bQAC,a0i4J000004TOd9QAG,,7/6/2022,Nokia Small,,12/9/2022,,,2/20/2020,,7.0 COMPLETED (10GB),BTWD214276
PX71-SG-CKIFIGH,P-215171,a1e4J000001Yf4cQAC,a0i4J000004TOdAQAW,NONE,8/6/2021,Nokia,,1/20/2022,,1/20/2022,4/29/2022,,7.0 COMPLETED (10GB),BTWD212296
PX71-SG-CKIHIII,P-215172,a1e4J000001Yf4dQAC,a0i4J000004TOdBQAW,,7/30/2021,Nokia,,11/25/2021,,11/25/2021,2/20/2019,,7.0 COMPLETED (10GB),BTWD212266
PX71-SG-CKIFIHP,P-215173,a1e4J000001Yf4eQAC,a0i4J000004TObqQAG,NONE,8/13/2021,Nokia,,11/5/2021,,11/5/2021,9/23/2019,,7.0 COMPLETED (10GB),BTWD212376
PX71-SG-CKIGGKM,P-215174,a1e4J000001Yf4fQAC,a0i4J000004TObrQAG,NONE,8/20/2021,Nokia,,4/11/2022,,4/12/2022,3/17/2022,,7.0 COMPLETED (10GB),BTWD212454
